critic,fresh,imdb,publication,quote,review_date,rtid,title
David Edelstein,0,120735,Slate,"Lock, Stock & Two Smoking Barrels is the laborious title of an even more laborious Cockney action movie.",1/1/00,15261,"Lock, Stock and Two Smoking Barrels"
Joe Baltake,0,120735,Sacramento Bee,"The film had me alternating between a sugar high and drowsiness. One minute, I struggled to keep awake; the next, I was jumping in my seat. Neither extreme is particularly pleasurable.",1/1/00,15261,"Lock, Stock and Two Smoking Barrels"
J. Hoberman,0,120735,Village Voice,"Guignol violence, Lock, Stock aspires to be something like the Beatles meet the Wild Bunch. Too bad it doesn't have even a rubber soul.",1/1/00,15261,"Lock, Stock and Two Smoking Barrels"
Janet Maslin,1,120735,New York Times,"The punchy little flourishes that load this English gangster film with attitude are perfectly welcome, because there's no honest, substantial part of the movie they can hurt.",1/1/00,15261,"Lock, Stock and Two Smoking Barrels"
Lisa Schwarzbaum,1,120735,Entertainment Weekly,"The film's lures, while undeniable, are synthetic, and we never do learn what fuels all the greed besides pints of beer.",1/1/00,15261,"Lock, Stock and Two Smoking Barrels"
Stanley Kauffmann,1,120735,The New Republic,"The cast is revved up to sizzle, with Sting in a smallish role, and the thick cockney dialogue is more comprehensible than you might think.",1/1/00,15261,"Lock, Stock and Two Smoking Barrels"
Peter Rainer,1,120735,New York Magazine,"An MTV-generation Peckinpah, Ritchie stages the splatter with a hideous giddiness. He's one to watch.",1/1/00,15261,"Lock, Stock and Two Smoking Barrels"
Mary Elizabeth Williams,0,120735,Salon.com,"We've heard it all before, and usually with a slightly more comprehensible accent.",1/1/00,15261,"Lock, Stock and Two Smoking Barrels"
Roger Ebert,1,120735,Chicago Sun-Times,"Lock, Stock is fun, in a slapdash way; it has an exuberance, and in a time when movies follow formulas like zombies, it's alive.",1/1/00,15261,"Lock, Stock and Two Smoking Barrels"
James Berardinelli,1,120735,ReelViews,This may be the first movie to capture the reckless exuberance of Pulp Fiction without seeming like a blatant rip-off.,1/1/00,15261,"Lock, Stock and Two Smoking Barrels"
Paul Tatara,0,120735,CNN.com,"Go see it if you're in the mood. You're bound to get a chuckle, but don't expect too much.",1/1/00,15261,"Lock, Stock and Two Smoking Barrels"
Owen Gleiberman,0,127288,Entertainment Weekly,,9/7/11,15146,Six Ways to Sunday
Lisa Nesselson,0,127288,Variety,,3/26/09,15146,Six Ways to Sunday
,0,127288,Houston Chronicle,,7/21/05,15146,Six Ways to Sunday
,0,127288,L.A. Weekly,,4/22/03,15146,Six Ways to Sunday
Lawrence Van Gelder,0,127288,New York Times,,1/1/00,15146,Six Ways to Sunday
J. Hoberman,0,127288,Village Voice,,1/1/00,15146,Six Ways to Sunday
,0,127288,Entertainment Weekly,,3/5/99,15146,Six Ways to Sunday
Leonard Klady,0,157208,Variety,,12/3/08,16415,L'école de la chair
Andrew Sarris,0,157208,New York Observer,,4/27/07,16415,L'école de la chair
,0,157208,Time Out,,2/9/06,16415,L'école de la chair
,0,157208,Houston Chronicle,,7/21/05,16415,L'école de la chair
,1,157208,Globe and Mail,,4/25/03,16415,L'école de la chair
Kevin Thomas,0,157208,Los Angeles Times,,2/14/01,16415,L'école de la chair
Roger Ebert,1,157208,Chicago Sun-Times,,1/1/00,16415,L'école de la chair
Edward Guthmann,0,157208,San Francisco Chronicle,,1/1/00,16415,L'école de la chair
Paul Tatara,0,157208,CNN.com,,1/1/00,16415,L'école de la chair
Joe Baltake,0,157208,Sacramento Bee,,1/1/00,16415,L'école de la chair
J. Hoberman,0,157208,Village Voice,,1/1/00,16415,L'école de la chair
James Berardinelli,1,157208,ReelViews,,1/1/00,16415,L'école de la chair
Stephen Holden,0,157208,New York Times,,1/1/00,16415,L'école de la chair
,1,157208,Entertainment Weekly,,6/1/98,16415,L'école de la chair
Owen Gleiberman,1,159696,Entertainment Weekly,,9/7/11,16387,Relax... It's Just Sex
,0,159696,Houston Chronicle,,7/21/05,16387,Relax... It's Just Sex
,0,159696,Globe and Mail,,7/12/02,16387,Relax... It's Just Sex
Edward Guthmann,1,159696,San Francisco Chronicle,,1/1/00,16387,Relax... It's Just Sex
Joe Baltake,0,159696,Sacramento Bee,,1/1/00,16387,Relax... It's Just Sex
Dennis Lim,0,159696,Village Voice,,1/1/00,16387,Relax... It's Just Sex
Anita Gates,0,159696,New York Times,,1/1/00,16387,Relax... It's Just Sex
,1,159696,Entertainment Weekly,,3/5/99,16387,Relax... It's Just Sex
Lisa Schwarzbaum,1,120646,Entertainment Weekly,,9/7/11,11773,The Deep End of the Ocean
Emanuel Levy,0,120646,Variety,"Well-acted but pedestrian TV-like melodrama what what consitutes a family, or sociology versus biology in the kinship debate.",6/20/06,11773,The Deep End of the Ocean
,0,120646,Time Out,,1/26/06,11773,The Deep End of the Ocean
,0,120646,Houston Chronicle,,7/21/05,11773,The Deep End of the Ocean
Robert Denerstein,0,120646,Denver Rocky Mountain News,,8/9/02,11773,The Deep End of the Ocean
,0,120646,Globe and Mail,,3/22/02,11773,The Deep End of the Ocean
Peter Travers,0,120646,Rolling Stone,,5/11/01,11773,The Deep End of the Ocean
Joe Baltake,0,120646,Sacramento Bee,,1/1/00,11773,The Deep End of the Ocean
Edward Guthmann,0,120646,San Francisco Chronicle,,1/1/00,11773,The Deep End of the Ocean
Roger Ebert,0,120646,Chicago Sun-Times,,1/1/00,11773,The Deep End of the Ocean
Susan Stark,0,120646,Detroit News,,1/1/00,11773,The Deep End of the Ocean
Andrew O'Hehir,0,120646,Salon.com,,1/1/00,11773,The Deep End of the Ocean
Janet Maslin,0,120646,New York Times,,1/1/00,11773,The Deep End of the Ocean
Paul Tatara,0,120646,CNN.com,,1/1/00,11773,The Deep End of the Ocean
James Berardinelli,0,120646,ReelViews,,1/1/00,11773,The Deep End of the Ocean
Peter Rainer,0,120646,New York Magazine,,1/1/00,11773,The Deep End of the Ocean
,1,120646,Entertainment Weekly,,3/12/99,11773,The Deep End of the Ocean
Jonathan Rosenbaum,0,120646,Chicago Reader,,3/12/99,11773,The Deep End of the Ocean
Owen Gleiberman,0,131646,Entertainment Weekly,,9/7/11,11724,Wing Commander
Lisa Alspector,0,131646,Chicago Reader,Excruciatingly earnest yet convictionless.,4/7/10,11724,Wing Commander
Godfrey Cheshire,0,131646,Variety,"Though the ingredients are potent, their blending here mostly comes off as formulaic, humdrum and sometimes unintentionally laughable.",3/26/09,11724,Wing Commander
,0,131646,Globe and Mail,,3/22/02,11724,Wing Commander
Anita Gates,0,131646,New York Times,Wing Commander is based on a video game and has roughly the same degree of character development. That is all most moviegoers will need to know.,1/1/00,11724,Wing Commander
James Berardinelli,0,131646,ReelViews,The plot has all the depth and originality of a video game without the fun of the interactivity.,1/1/00,11724,Wing Commander
Athima Chansanchai,0,131646,Village Voice,"Though this could be the meat of a good space story, the combat scenes are weak variations of the game's.",1/1/00,11724,Wing Commander
Roger Ebert,0,131646,Chicago Sun-Times,"These actors, alas, are at the service of a submoronic script and special effects that look like a video game writ large.",1/1/00,11724,Wing Commander
Mick LaSalle,0,131646,San Francisco Chronicle,"As the movie transforms into a video game -- with a faux John Williams score to boot -- the human element turns corny, then laughable.",1/1/00,11724,Wing Commander
Andrew O'Hehir,0,131646,Salon.com,"Things get truly dispiriting when the character dramas recede and the spark provided by Lillard and Holder goes out, leaving us only one incomprehensible battle after another.",1/1/00,11724,Wing Commander
Susan Stark,0,131646,Detroit News,,1/1/00,11724,Wing Commander
,0,131646,Entertainment Weekly,,3/12/99,11724,Wing Commander
Todd McCarthy,0,171363,Variety,,6/18/08,10954,The Haunting
Derek Adams,0,171363,Time Out,,6/24/06,10954,The Haunting
,0,171363,Globe and Mail,,3/22/02,10954,The Haunting
Kenneth Turan,0,171363,Los Angeles Times,,2/14/01,10954,The Haunting
Joe Baltake,0,171363,Sacramento Bee,All logic is deadened by the obnoxious special effects!,1/1/00,10954,The Haunting
,0,171363,Atlanta Journal-Constitution,An overpriced mess!,1/1/00,10954,The Haunting
Jeff Millar,0,171363,Houston Chronicle,The actors are basically helpless with this.,1/1/00,10954,The Haunting
J. Hoberman,0,171363,Village Voice,,1/1/00,10954,The Haunting
Janet Maslin,1,171363,New York Times,A lavish illustration of how to take a fairly modest black-and -white horror film from 1963 and amplify it so relentlessly that the sight of the flying cow in Twister would not be all that amiss.,1/1/00,10954,The Haunting
Jay Carr,0,171363,Boston Globe,"If you crave horror, you're better off seeing The Blair Witch Project a second or third.",1/1/00,10954,The Haunting
Susan Stark,0,171363,Detroit News,The Haunting is a muddled mess that defies any rationality.,1/1/00,10954,The Haunting
Michael Wilmington,1,171363,Chicago Tribune,"In The Haunting, the moviemakers succeed in something very difficult: creating a haunted house with real personality and terror.",1/1/00,10954,The Haunting
Rod Dreher,0,171363,New York Post,"Clumsy, bloated and wretchedly overdone!",1/1/00,10954,The Haunting
Lisa Schwarzbaum,0,171363,Entertainment Weekly,Worse than awful!,1/1/00,10954,The Haunting
Peter Rainer,0,171363,New York Magazine,,1/1/00,10954,The Haunting
Robert Horton,0,171363,Film.com,"This film relies on special effects instead of suggestion, plot instead of mood, and explanation instead of mystery.",1/1/00,10954,The Haunting
Ernest Hardy,0,171363,Film.com,"There are few truly frightening moments in the film, little tension or real sense of menace, and the camp humor that is suggested in early scenes dissipates fairly quickly.",1/1/00,10954,The Haunting
Roger Ebert,1,171363,Chicago Sun-Times,"To my surprise, I find myself recommending The Haunting on the basis of its locations, its sets, its art direction, its sound design, and the overall splendor of its visuals.",1/1/00,10954,The Haunting
Desmond Ryan,0,171363,Philadelphia Inquirer,"A passable piece of summer hokum, but it underlines how difficult it has become to make an effective horror movie.",1/1/00,10954,The Haunting
Kevin Maynard,0,171363,Mr. Showbiz,Shockingly lethargic!,1/1/00,10954,The Haunting
Variety Staff,1,94964,Variety,Director David Cronenberg handles his usual fondness for gore in muted style.,9/24/07,16734,Dead Ringers
Jonathan Rosenbaum,0,94964,Chicago Reader,People like myself who find the character played by [Genevieve] Bujold (in one of her best performances) more interesting than either of the twins are bound to feel rather frustrated by the end.,9/24/07,16734,Dead Ringers
Nigel Floyd,1,94964,Time Out,"An intense psychological drama which confronts [Cronenberg's] familiar preoccupations -- fear of physical and mental disintegration, mortality, the power struggle between the sexes -- without the paradoxical protection of visceral disgust.",1/26/06,16734,Dead Ringers
Janet Maslin,1,94964,New York Times,"Cronenberg, who has begun to emerge as a master of body-related horrific fantasy, clearly understands that a small amount of medical mischief can be more unnerving than conventional grisliness.",5/20/03,16734,Dead Ringers
Rita Kempley,0,94964,Washington Post,"Really sordid stuff that becomes ridiculous, painful, unbelievable and tedious.",1/1/00,16734,Dead Ringers
Roger Ebert,0,94964,Chicago Sun-Times,"The kind of movie where you ask people how they liked it, and they say, 'Well, it was well made,' and then they wince.",1/1/00,16734,Dead Ringers
Desson Thomson,1,94964,Washington Post,Watching Ringers is not unlike watching a critical operation -- unnerving but also enthralling.,1/1/00,16734,Dead Ringers
,0,107626,Entertainment Weekly,,11/6/09,11739,My Boyfriend's Back
,0,107626,Variety,,3/26/09,11739,My Boyfriend's Back
Stephen Holden,0,107626,New York Times,,5/20/03,11739,My Boyfriend's Back
Rita Kempley,0,107626,Washington Post,,1/1/00,11739,My Boyfriend's Back
James Berardinelli,0,107626,ReelViews,,1/1/00,11739,My Boyfriend's Back
,0,56931,Variety,,2/23/12,519444206,Children of the Damned
,0,56931,Time Out,,6/24/06,519444206,Children of the Damned
Howard Thompson,0,56931,New York Times,,5/9/05,519444206,Children of the Damned
Lael Loewenstein,0,118665,Variety,"A thoroughly misguided, unfunny film.",1/5/07,11638,Baby Geniuses
F.X. Feeney,0,118665,L.A. Weekly,"There are ticklish moments, but no real laughs.",1/5/07,11638,Baby Geniuses
Jonathan Rosenbaum,0,118665,Chicago Reader,The hokey dialogue and witless physical gags keep everything painful and hectoring.,1/5/07,11638,Baby Geniuses
Jeff Millar,0,118665,Houston Chronicle,"If the remainder of this century will bring a lamer film than Baby Geniuses, may I please be in Estonia when it comes.",7/21/05,11638,Baby Geniuses
Liam Lacey,0,118665,Globe and Mail,The movie is about as endearing as unanesthetized gum surgery.,3/19/02,11638,Baby Geniuses
Peter Stack,0,118665,San Francisco Chronicle,The film has a freak-show quality.,1/1/00,11638,Baby Geniuses
Janet Maslin,0,118665,New York Times,"One way to get through Baby Geniuses is to think about whether it really is the worst movie you've ever seen. Probably not, but pretty darn close.",1/1/00,11638,Baby Geniuses
Paul Tatara,0,118665,CNN.com,Story? Who cares. Character development? That's for show-offs. Funny dialogue? Too hard to write. These babies can talk!!,1/1/00,11638,Baby Geniuses
James Berardinelli,0,118665,ReelViews,"I'll admit to chuckling a few times during the proceedings, but it's not worth losing 1 1/2 hours of one's life for a few minutes of amusement.",1/1/00,11638,Baby Geniuses
Roger Ebert,0,118665,Chicago Sun-Times,"Bad films are easy to make, but a film as unpleasant as Baby Geniuses achieves a kind of grandeur.",1/1/00,11638,Baby Geniuses
,0,118665,Entertainment Weekly,,3/12/99,11638,Baby Geniuses
Leonard Klady,0,120859,Variety,,3/26/09,15977,Telling You
Kathleen Craughwell,0,120859,Los Angeles Times,,2/14/01,15977,Telling You
Owen Gleiberman,1,157016,Entertainment Weekly,,9/7/11,18879,Seul contre tous
Lisa Nesselson,0,157016,Variety,,3/26/09,18879,Seul contre tous
Geoff Andrew,0,157016,Time Out,,2/9/06,18879,Seul contre tous
Stephen Holden,0,157016,New York Times,,8/30/04,18879,Seul contre tous
Bob Graham,0,157016,San Francisco Chronicle,,4/3/01,18879,Seul contre tous
J. Hoberman,0,157016,Village Voice,,4/3/01,18879,Seul contre tous
Kevin Thomas,0,157016,Los Angeles Times,,4/3/01,18879,Seul contre tous
Jonathan Rosenbaum,1,157016,Chicago Reader,,4/3/01,18879,Seul contre tous
,1,157016,Entertainment Weekly,,5/16/98,18879,Seul contre tous
Louise Kennedy,1,141098,Boston Globe,,11/24/11,11350,Forces of Nature
